permno,secid,sp_beg,sp_end,lnk_beg,lnk_end
24184.0,108156.0,1957-03-01,2002-01-31,1996-01-01,2002-01-31
24205.0,104560.0,1976-07-01,2020-12-31,1996-01-02,2030-12-31
24221.0,103370.0,1957-03-01,2012-03-13,1996-01-01,2012-03-12
24264.0,101201.0,1957-03-01,2002-07-19,1996-01-01,2007-11-14
24272.0,101697.0,1989-08-03,2008-11-13,1996-01-02,2030-12-31
24328.0,104416.0,2008-12-19,2018-11-12,1996-01-02,2030-12-31
24360.0,106677.0,2000-08-21,2007-08-24,1998-06-01,2007-08-24
24459.0,109036.0,1957-03-01,2017-02-28,1996-01-02,2030-12-31
24539.0,109347.0,1957-03-01,2001-08-02,1996-01-02,2001-08-02
24563.0,110777.0,1957-03-01,2007-10-09,1996-01-01,2007-10-10
24643.0,101204.0,1957-03-01,2020-12-31,1996-01-01,2030-12-31
24678.0,6008.0,1957-03-01,2000-06-20,1996-01-01,2000-06-19
24766.0,108231.0,1985-06-13,2020-12-31,1996-01-02,2030-12-31
24803.0,112068.0,1957-03-01,2004-12-02,1996-01-02,2005-02-18
24811.0,108572.0,1957-03-01,2000-09-29,1996-01-01,2002-12-18
24942.0,109497.0,1957-03-01,2020-04-03,1996-01-01,2030-12-31
24985.0,101325.0,1991-09-20,2020-12-31,1996-01-01,2030-12-31
25005.0,105351.0,1957-03-01,1996-09-27,1996-01-01,1996-09-27
25013.0,109954.0,1957-03-01,2009-11-03,1996-01-02,2009-11-03
25056.0,5334.0,1957-03-01,1997-08-05,1996-01-01,1997-08-05
25081.0,103202.0,1995-12-01,2020-12-31,1996-01-02,2030-12-31
25099.0,111838.0,2007-02-22,2015-06-30,1996-01-02,2015-06-29
25232.0,108463.0,1957-03-01,2001-08-29,1996-01-01,2030-12-31
25232.0,108463.0,2010-03-15,2020-12-31,1996-01-01,2030-12-31
25320.0,102660.0,1957-03-01,2020-12-31,1996-01-02,2030-12-31
25371.0,5351.0,1957-03-01,1996-03-12,1996-01-01,1996-03-12
25419.0,112015.0,1959-04-01,2020-12-31,1996-01-02,2030-12-31
25487.0,102833.0,1995-05-01,2006-07-31,1996-01-01,2030-12-31
25582.0,105573.0,1980-06-26,1999-11-05,1996-01-02,2030-12-31
25582.0,105573.0,2008-09-22,2020-12-31,1996-01-02,2030-12-31
25769.0,106665.0,1984-10-04,2006-08-10,1996-01-02,2006-08-10
25778.0,103296.0,1987-07-09,2018-11-05,1996-01-02,2018-11-02
25785.0,104939.0,1957-03-01,2020-12-31,1996-01-01,2030-12-31
25953.0,103932.0,1985-10-24,2020-12-31,1996-01-02,2030-12-31
26075.0,5317.0,1966-09-29,2000-11-01,1996-01-01,2000-11-08
26112.0,103757.0,1968-02-01,2005-08-18,1996-01-02,2005-10-12
26332.0,103325.0,2001-04-02,2004-02-26,1996-01-02,2004-02-26
26382.0,104918.0,1980-01-17,2000-12-21,1996-01-02,2011-06-01
26382.0,104918.0,2008-06-23,2011-06-01,1996-01-02,2011-06-01
26403.0,103879.0,1976-07-01,2020-12-31,1996-01-02,2030-12-31
26438.0,109085.0,1964-01-30,2000-12-11,1996-01-02,2001-10-09
26518.0,102042.0,1986-05-08,2007-10-26,1996-01-02,2007-10-26
26542.0,110950.0,1978-10-05,1996-12-11,1996-01-01,1996-12-11
26550.0,5361.0,1976-07-01,1996-03-29,1996-01-01,1996-03-29
26657.0,105379.0,1958-12-10,2000-08-29,1996-01-02,2010-12-10
26710.0,107015.0,1995-05-10,2020-12-31,1996-01-02,2030-12-31
26729.0,5591.0,1965-10-14,1997-07-31,1996-01-01,1997-07-31
26737.0,5792.0,1997-01-02,1999-09-28,1996-01-01,1999-09-28
26825.0,106638.0,1961-04-26,2020-12-31,1996-01-02,2030-12-31
26884.0,5804.0,1986-05-08,1999-03-24,1996-01-01,1999-03-24
27043.0,111628.0,2007-02-12,2020-12-31,1996-01-01,2030-12-31
27051.0,5048.0,1967-04-13,1999-04-01,1996-01-01,1999-04-01
27115.0,5428.0,1965-06-17,1997-07-01,1996-01-01,1997-07-01
27263.0,5252.0,1990-12-31,1998-04-28,1996-01-01,1998-04-27
27422.0,103098.0,2009-12-21,2014-04-01,1996-01-02,2030-12-31
27430.0,103402.0,1990-05-25,2006-07-17,1996-01-02,2030-12-31
27596.0,5718.0,1968-01-18,1997-11-26,1996-01-01,1997-11-26
27633.0,109752.0,1982-12-30,2017-06-16,1996-01-02,2030-12-31
27713.0,108617.0,1974-10-17,2008-11-21,1996-01-01,2008-11-21
27756.0,109373.0,2006-12-01,2010-06-30,1996-01-02,2016-09-16
27764.0,110576.0,1989-12-18,1997-10-06,1996-01-02,2007-08-17
27828.0,105700.0,1974-10-17,2020-12-31,1996-01-02,2030-12-31
27887.0,102043.0,1972-09-14,2020-12-31,1996-01-02,2030-12-31
27959.0,103979.0,1976-07-01,2020-12-31,1996-01-01,2030-12-31
27983.0,112169.0,1963-09-05,2020-12-31,1996-01-02,2030-12-31
27991.0,109024.0,1999-10-04,2020-12-31,1996-01-02,2030-12-31
28118.0,107886.0,1962-04-25,2000-06-02,1996-01-02,2030-12-31
28222.0,101164.0,1985-04-11,2020-12-31,1996-01-02,2030-12-31
28310.0,111381.0,1961-12-06,2002-07-19,1996-01-01,2030-12-31
28345.0,107812.0,2005-08-15,2017-07-25,1996-01-02,2030-12-31
28353.0,109463.0,1963-12-05,2001-12-12,1996-01-01,2001-12-12
28388.0,111814.0,2005-08-12,2020-12-31,1997-12-17,2030-12-31
28484.0,101322.0,1984-05-17,2020-12-31,1996-01-02,2030-12-31
28804.0,101189.0,2016-05-13,2020-12-31,1996-01-01,2030-12-31
28847.0,111448.0,1986-12-18,2002-05-14,1996-01-01,2002-08-09
29102.0,107885.0,2000-10-18,2015-03-20,1996-01-02,2030-12-31
29196.0,5056.0,1989-01-05,1997-08-06,1996-01-01,1997-08-06
29946.0,102379.0,1982-10-14,2020-12-31,1996-01-02,2030-12-31
30067.0,5273.0,1984-08-16,1998-08-27,1996-01-01,1998-09-04
30330.0,5158.0,1966-10-06,1996-02-09,1996-01-01,1996-02-09
30382.0,103906.0,1998-07-16,2007-07-06,1996-01-01,2007-07-06
30681.0,108429.0,1997-12-24,2020-12-31,1996-01-02,2030-12-31
30940.0,104916.0,2008-10-02,2020-12-31,1996-01-01,2030-12-31
31536.0,5319.0,1973-11-15,1998-07-09,1996-01-01,1998-07-09
32205.0,5413.0,1987-08-06,1998-07-15,1996-01-01,1998-10-30
32379.0,105384.0,1991-11-25,2005-07-01,1996-01-02,2005-07-01
32563.0,105567.0,1989-09-21,1999-06-08,1996-01-01,1999-12-08
32707.0,105675.0,1988-02-11,1999-12-30,1996-01-02,2030-12-31
32707.0,105675.0,2010-03-01,2020-05-21,1996-01-02,2030-12-31
32791.0,111921.0,2005-07-22,2009-02-25,1996-01-01,2019-05-10
32803.0,105744.0,2018-06-18,2020-12-31,1996-01-02,2030-12-31
32870.0,105800.0,2009-03-04,2020-12-31,1996-01-02,2030-12-31
32986.0,101763.0,2019-02-15,2020-12-31,1996-01-02,2030-12-31
33312.0,5520.0,1997-07-17,1998-12-31,1996-01-01,1998-12-31
33785.0,5563.0,1985-09-05,1996-04-22,1996-01-01,1996-04-29
33814.0,5564.0,1969-01-09,1997-10-22,1996-01-01,1997-10-22
34032.0,107255.0,1981-06-18,2020-12-31,1996-01-02,2030-12-31
34040.0,5587.0,1966-05-19,1996-09-05,1996-01-01,1996-09-05
34746.0,104664.0,1996-03-08,2020-12-31,1996-01-02,2030-12-31
34817.0,108279.0,1985-04-18,2020-12-31,1996-01-02,2030-12-31
34833.0,108385.0,1982-12-09,2020-12-31,1996-01-02,2030-12-31
34841.0,108406.0,1987-12-10,1996-08-15,1996-01-01,2002-03-28
35044.0,109543.0,1998-08-28,2020-12-31,1996-01-02,2030-12-31
35051.0,108716.0,1987-12-31,2015-08-28,1996-01-02,2015-08-28
35211.0,5712.0,1983-03-10,1998-12-30,1996-01-01,1999-08-17
35238.0,108888.0,1990-08-14,2000-03-31,1996-01-02,2016-02-03
35554.0,107074.0,2004-02-27,2020-12-31,1996-01-01,2030-12-31
36003.0,109695.0,2018-10-01,2020-12-31,1996-01-02,2030-12-31
36127.0,104866.0,1999-01-04,2001-02-26,1996-01-01,2001-02-26
36397.0,104845.0,2002-05-06,2013-06-21,1996-01-01,2030-12-31
36468.0,110117.0,1964-05-14,2020-12-31,1996-01-02,2030-12-31
36469.0,104847.0,1989-02-09,2008-12-31,1996-01-02,2008-12-31
36978.0,5882.0,1982-10-07,1998-11-17,1996-01-01,1998-11-18
37161.0,110740.0,2001-10-10,2016-06-30,1996-01-02,2016-06-30
37284.0,110962.0,2007-09-27,2018-09-28,1996-01-02,2018-09-28
37584.0,104992.0,1998-04-29,2020-12-31,1996-01-02,2030-12-31
38093.0,105109.0,2016-05-31,2020-12-31,1996-01-02,2030-12-31
38156.0,112042.0,1975-02-06,2020-12-31,1996-01-02,2030-12-31
38578.0,111008.0,1974-10-17,2004-08-02,1996-01-02,2012-05-16
38682.0,103920.0,1984-07-19,2012-12-11,1996-01-02,2030-12-31
38703.0,111953.0,1976-07-01,2020-12-31,1996-01-01,2030-12-31
38762.0,108166.0,2000-11-02,2020-12-31,1996-01-01,2030-12-31
38893.0,103117.0,1985-05-23,2001-01-29,1996-01-02,2001-01-29
38973.0,112022.0,1963-03-25,1998-01-29,1996-01-01,2010-02-26
39087.0,110433.0,1989-07-27,2013-07-08,1996-01-01,2013-07-10
39490.0,101580.0,1997-07-28,2020-12-31,1996-01-02,2030-12-31
39538.0,107280.0,1982-03-11,2019-06-06,1996-01-02,2030-12-31
39642.0,102067.0,1972-09-14,2020-12-31,1996-01-02,2030-12-31
39765.0,105536.0,1973-03-01,1996-03-07,1996-01-02,2008-03-24
39917.0,112011.0,1963-12-05,2020-12-31,1996-01-02,2030-12-31
40061.0,110860.0,1967-02-23,2007-11-15,1996-01-02,2007-11-21
40125.0,103302.0,1981-05-14,2015-11-30,1996-01-02,2030-12-31
40125.0,103302.0,2017-04-04,2020-12-31,1996-01-02,2030-12-31
40272.0,106281.0,1976-03-04,2020-12-31,1996-01-02,2030-12-31
40416.0,101849.0,1967-05-18,2015-03-20,1996-01-02,2030-12-31
40483.0,111051.0,1964-04-23,2001-01-12,1996-01-01,2001-01-11
40484.0,5435.0,1997-10-23,1999-01-12,1996-01-01,1999-01-13
40539.0,110752.0,1985-09-26,2020-12-31,1996-01-02,2030-12-31
40838.0,105550.0,1981-09-10,2001-06-27,1996-01-02,2001-07-12
41080.0,103574.0,1965-01-07,2020-12-31,1996-01-01,2030-12-31
41179.0,5646.0,1990-03-07,1999-07-30,1996-01-01,1999-12-20
41355.0,108768.0,1985-11-07,2020-12-31,1996-01-02,2030-12-31
41443.0,101275.0,1994-12-21,2007-11-16,1996-01-02,2007-11-16
41718.0,5180.0,1976-07-01,1996-03-29,1996-01-01,1996-03-29
41929.0,102555.0,1976-07-01,1996-12-02,1996-01-01,2015-10-29
42024.0,102267.0,1970-04-23,2008-06-20,1996-01-02,2013-11-05
42104.0,5517.0,1989-07-20,2000-05-09,1996-01-01,2000-05-10
42200.0,108910.0,1985-05-09,2020-12-31,1996-01-01,2030-12-31
42534.0,106567.0,1986-05-08,2016-09-02,1996-01-02,2016-09-02
42585.0,115429.0,2008-11-06,2020-12-31,2002-06-03,2030-12-31
42796.0,107438.0,1968-05-23,2011-01-03,1996-01-02,2030-12-31
42833.0,5693.0,1989-03-16,1999-11-29,1996-01-01,1999-11-29
42877.0,105843.0,2015-07-01,2020-12-31,1996-01-02,2030-12-31
42906.0,105846.0,1997-08-06,2020-12-31,1996-01-02,2030-12-31
43123.0,101227.0,1978-10-26,2015-07-01,1996-01-01,2030-12-31
43350.0,110460.0,1982-09-16,2020-12-31,1996-01-02,2030-12-31
43449.0,107318.0,1970-06-25,2020-12-31,1996-01-02,2030-12-31
43553.0,111537.0,1979-05-03,2020-12-31,1996-01-02,2030-12-31
43610.0,106010.0,2001-09-21,2002-07-16,1996-01-02,2002-07-15
43772.0,102088.0,1978-07-20,2014-12-04,1996-01-02,2019-06-10
43772.0,102088.0,2019-06-07,2019-06-10,1996-01-02,2019-06-10
43916.0,5297.0,1975-10-16,1998-06-11,1996-01-01,1998-06-11
44062.0,110432.0,1967-06-29,2000-12-11,1996-01-01,2001-09-05
44206.0,108220.0,2009-03-17,2020-12-31,1996-01-02,2030-12-31
44329.0,110886.0,2019-01-18,2020-12-31,1996-01-02,2030-12-31
44601.0,101828.0,1987-12-24,2020-12-31,1996-01-02,2030-12-31
44644.0,101800.0,1981-02-26,2020-12-31,1996-01-01,2030-12-31
44652.0,5046.0,1979-07-30,1999-06-23,1996-01-01,1999-06-23
44792.0,106247.0,1984-11-08,1997-07-25,1996-01-02,2006-11-29
44951.0,110649.0,1985-01-31,2012-04-30,1996-01-02,2018-10-19
45241.0,104946.0,2000-11-22,2014-06-30,1996-01-01,2014-06-30
45277.0,106293.0,2001-09-04,2014-06-20,1996-01-02,2015-04-06
45356.0,111283.0,1989-07-27,2009-03-16,1996-01-01,2030-12-31
45356.0,111283.0,2010-08-27,2020-12-31,1996-01-01,2030-12-31
45495.0,109715.0,1985-01-10,2014-08-18,1996-01-02,2019-04-10
45671.0,109970.0,1981-02-26,2006-02-24,1996-01-02,2006-02-24
45751.0,107244.0,1987-08-06,2020-12-31,1996-01-02,2030-12-31
45794.0,110248.0,2006-10-02,2010-08-26,1996-01-02,2010-08-27
45911.0,101281.0,2015-03-12,2020-12-31,1996-01-01,2030-12-31
46295.0,104893.0,1974-05-09,2000-01-28,1996-01-02,2009-01-02
46578.0,103106.0,1969-01-16,2020-12-31,1996-01-02,2030-12-31
46594.0,5986.0,1982-11-11,1997-06-17,1996-01-01,1997-06-17
46674.0,105206.0,1973-11-15,2020-12-31,1996-01-02,2030-12-31
46703.0,105805.0,2007-03-20,2020-12-31,1996-01-01,2030-12-31
46850.0,101135.0,1976-07-01,2000-12-13,1996-01-01,2000-12-13
46877.0,102015.0,1975-06-12,2018-01-02,1996-01-02,2017-12-28
46886.0,106595.0,1997-09-15,2020-12-31,1996-01-01,2030-12-31
46922.0,109652.0,1975-12-11,2000-07-26,1996-01-02,2019-04-21
47079.0,5197.0,1976-07-01,1998-10-07,1996-01-01,1998-10-07
47159.0,104891.0,1988-11-10,2004-03-31,1996-01-01,2004-03-31
47175.0,103037.0,1989-05-11,2008-03-28,1996-01-01,2008-11-07
47271.0,104894.0,1987-12-10,1997-12-23,1996-01-02,2003-04-01
47466.0,108117.0,1984-11-23,2010-12-17,1996-01-01,2030-12-31
47490.0,109749.0,1984-11-23,2000-12-11,1996-01-02,2006-08-01
47896.0,102936.0,1976-07-01,2020-12-31,1996-01-01,2030-12-31
47941.0,105119.0,1975-12-11,2017-06-01,1996-01-02,2030-12-31
47992.0,102119.0,1986-06-05,1997-12-03,1996-01-01,1997-12-03
48071.0,107693.0,1976-07-01,2000-12-29,1996-01-01,2000-12-29
48267.0,106776.0,1995-12-13,2014-05-07,1996-01-02,2014-05-06
48274.0,108160.0,1989-08-03,2011-12-12,1996-01-02,2011-12-09
48354.0,5087.0,1976-07-01,1999-06-03,1996-01-01,1999-06-03
48397.0,101382.0,1976-07-01,2001-08-29,1996-01-02,2001-08-28
48485.0,106553.0,1976-07-01,2006-03-31,1996-01-02,2006-03-31
48486.0,106808.0,2012-06-05,2020-12-31,1996-01-02,2030-12-31
48514.0,105976.0,1988-02-11,2000-06-28,1996-01-01,2008-10-31
48653.0,105833.0,1995-12-01,2020-12-31,1996-01-02,2030-12-31
48725.0,111394.0,1969-07-16,2020-12-31,1996-01-02,2030-12-31
48960.0,106713.0,1975-12-11,2006-06-27,1996-01-02,2006-06-27
49015.0,106975.0,1976-07-01,2020-12-31,1996-01-02,2030-12-31
49154.0,110810.0,1976-12-09,2020-12-31,1996-01-01,2030-12-31
49373.0,102244.0,1986-11-28,2020-09-18,1996-01-02,2030-12-31
49429.0,103861.0,1986-10-02,2008-10-21,1996-01-01,2030-12-31
49680.0,103676.0,1998-11-18,2020-12-31,1996-01-02,2030-12-31
49744.0,109118.0,1970-04-23,2001-07-06,1996-01-02,2030-12-31
49905.0,107006.0,1984-10-25,2008-12-01,1996-01-02,2017-07-11
50017.0,109476.0,2007-12-21,2018-06-15,1996-01-01,2030-12-31
50024.0,6021.0,1987-04-23,1998-11-02,1996-01-01,1998-11-02
50032.0,101199.0,1984-11-23,2006-06-01,1996-01-02,2006-06-01
50200.0,111850.0,1993-10-01,2001-08-31,1996-01-02,2001-08-31
50227.0,102408.0,1970-03-05,2010-02-12,1996-01-02,2010-02-12
50404.0,5569.0,1982-06-24,1998-09-14,1996-01-01,1998-09-14
50876.0,106967.0,1970-11-19,2020-12-31,1996-01-02,2030-12-31
50905.0,105557.0,1989-10-26,1998-03-31,1996-01-02,2007-05-01
50906.0,100871.0,1999-08-02,2007-06-29,1996-01-02,2010-12-09
50956.0,5959.0,1976-07-01,1998-04-24,1996-01-01,1998-04-24
51043.0,104628.0,1988-08-11,2008-09-10,1996-01-02,2010-07-07
51263.0,107200.0,2007-11-16,2009-08-31,1996-01-02,2030-12-31
51369.0,110952.0,1999-11-15,2013-12-20,1996-01-02,2030-12-31
51369.0,110952.0,2020-09-21,2020-12-31,1996-01-02,2030-12-31
51377.0,107951.0,1976-12-09,2011-09-23,1996-01-02,2011-09-23
51588.0,110594.0,1998-01-28,2001-02-28,1996-01-01,2001-02-28
51625.0,110086.0,1986-12-18,2000-03-15,1996-01-02,2030-12-31
51706.0,107247.0,2002-02-11,2011-07-05,1996-01-01,2011-07-05
51772.0,5083.0,1976-07-01,1999-09-30,1996-01-01,1999-09-30
52038.0,110716.0,1986-12-18,2020-12-31,1996-01-02,2030-12-31
52090.0,107315.0,2003-03-21,2020-12-31,1996-01-01,2030-12-31
52230.0,109667.0,2000-12-05,2020-12-31,1996-01-02,2030-12-31
52329.0,106529.0,2007-10-26,2020-12-31,1996-01-02,2030-12-31
52337.0,110945.0,1979-02-08,2016-04-15,1996-01-02,2030-12-31
52476.0,104411.0,1997-06-19,2020-12-31,1996-01-02,2030-12-31
52695.0,105356.0,1981-05-14,2020-12-31,1996-01-02,2030-12-31
52708.0,106899.0,2005-10-04,2020-12-31,1996-01-02,2030-12-31
52821.0,5602.0,1998-02-23,1999-09-17,1996-01-01,1999-09-17
52919.0,107455.0,1982-04-08,2008-12-31,1996-01-02,2008-12-31
52978.0,105588.0,1984-09-13,2020-12-31,1996-01-02,2030-12-31
53065.0,106329.0,1992-10-30,2020-12-31,1996-01-02,2030-12-31
53081.0,9265.0,1976-07-01,1997-06-10,1996-01-01,1997-06-10
53225.0,111885.0,2007-12-31,2013-11-26,1996-01-02,2030-12-31
53225.0,111885.0,2013-11-29,2014-09-19,1996-01-02,2030-12-31
53401.0,5218.0,1987-06-25,1996-10-15,1996-01-01,1997-08-26
53479.0,105327.0,1988-06-09,2006-09-29,1996-01-02,2006-09-29
53612.0,107036.0,1985-11-21,2001-06-29,1996-01-02,2008-10-30
53613.0,107544.0,1994-09-27,2020-12-31,1996-01-02,2030-12-31
53786.0,5133.0,1975-08-14,1999-07-30,1996-01-01,1999-07-30
53831.0,102845.0,1977-03-31,2009-08-18,1996-01-02,2009-08-18
53866.0,104593.0,2001-08-06,2015-07-08,1996-01-02,2015-07-06
53938.0,5776.0,1995-07-05,1999-12-31,1996-01-01,1999-12-31
54148.0,109297.0,1984-04-12,2020-12-31,1996-01-02,2030-12-31
54181.0,107605.0,1988-07-14,2010-07-14,1996-01-02,2010-07-14
54463.0,5695.0,1999-06-04,2000-11-03,1996-01-01,2000-11-03
54690.0,110488.0,2000-11-17,2006-04-07,1996-01-01,2006-04-07
54827.0,107657.0,1999-12-01,2013-12-09,1996-01-02,2013-12-06
55976.0,111860.0,1982-08-19,2020-12-31,1996-01-02,2030-12-31
56223.0,107044.0,1974-10-17,2006-11-09,1996-01-02,2030-12-31
56232.0,107916.0,1994-09-27,2008-12-31,1996-01-02,2008-12-31
56266.0,5015.0,1973-05-31,1998-09-30,1996-01-01,1998-10-01
56274.0,103313.0,1983-09-01,2020-12-31,1996-01-01,2030-12-31
56450.0,5644.0,1987-04-23,1998-10-01,1996-01-01,1998-10-01
56573.0,105985.0,1986-02-13,2020-12-31,1996-01-02,2030-12-31
57381.0,6012.0,1981-08-13,1998-07-16,1996-01-01,1998-07-16
57568.0,101930.0,1984-10-04,2020-12-31,1996-01-02,2030-12-31
57592.0,5278.0,1981-06-25,1999-10-12,1996-01-01,1999-10-12
57665.0,108161.0,1988-11-03,2020-12-31,1996-01-01,2030-12-31
57817.0,108185.0,1986-08-07,2020-06-19,1996-01-01,2030-12-31
57904.0,100892.0,1999-05-28,2020-12-31,1996-01-02,2030-12-31
58094.0,108213.0,2002-07-17,2006-11-30,1996-01-02,2006-11-30
58246.0,108226.0,1998-01-30,2020-12-31,1996-01-02,2030-12-31
58318.0,110955.0,2006-12-20,2008-11-05,1996-01-02,2030-12-31
58413.0,104629.0,2016-02-01,2020-12-31,2000-11-28,2030-12-31
58480.0,5079.0,1985-10-10,1996-12-18,1996-01-01,1996-12-18
58640.0,108196.0,1980-11-20,2002-07-19,1996-01-01,2009-01-13
58683.0,110357.0,1994-07-13,2020-12-31,1996-01-02,2030-12-31
58819.0,101250.0,2016-07-01,2020-12-31,1996-01-01,2030-12-31
58827.0,5086.0,1976-07-01,1998-09-30,1996-01-01,1998-09-30
58990.0,103937.0,1978-05-04,2007-12-13,1996-01-02,2007-12-13
59010.0,105120.0,1986-08-21,2020-12-31,1996-01-02,2030-12-31
59176.0,101375.0,1976-07-01,2020-12-31,1996-01-01,2030-12-31
59184.0,101558.0,1976-07-01,2008-11-18,1996-01-02,2008-11-17
59192.0,103015.0,1976-07-01,2016-01-15,1996-01-02,2016-01-14
59248.0,103404.0,1976-07-01,2020-12-31,1996-01-01,2030-12-31
59300.0,111416.0,2016-03-07,2020-12-31,1998-06-08,2030-12-31
59328.0,106203.0,1976-12-09,2020-12-31,1996-01-02,2030-12-31
