permno,secid,sp_beg,sp_end,lnk_beg,lnk_end
59345.0,108419.0,1999-12-02,2001-03-30,1996-01-01,2001-04-02
59379.0,107407.0,1976-07-01,2007-06-29,1996-01-01,2007-06-29
59408.0,101966.0,1976-07-01,2020-12-31,1996-01-01,2030-12-31
59432.0,5788.0,1976-07-01,1998-01-27,1996-01-01,1998-01-27
59440.0,109848.0,1976-07-01,2008-09-22,1996-01-02,2008-09-22
59459.0,109869.0,1976-07-01,2020-12-31,1996-01-02,2030-12-31
59483.0,112185.0,1976-07-01,1996-10-31,1996-01-02,2030-12-31
59926.0,5579.0,1986-06-12,1998-09-25,1996-01-01,1998-09-25
60046.0,5029.0,1986-10-23,1997-09-12,1996-01-01,1997-09-18
60097.0,107398.0,1986-10-23,2020-12-31,1996-01-02,2030-12-31
60206.0,110262.0,1982-09-16,2020-12-31,1996-01-02,2030-12-31
60441.0,5418.0,1997-08-07,2000-05-31,1996-01-01,2000-05-31
60442.0,108642.0,1988-04-14,2020-12-31,1996-01-01,2030-12-31
60506.0,108670.0,1980-10-02,2020-12-31,1996-01-02,2030-12-31
60599.0,102885.0,1999-03-25,2020-12-31,1996-01-01,2030-12-31
60628.0,104635.0,1980-11-06,2020-12-31,1996-01-01,2030-12-31
60871.0,101535.0,1999-10-12,2020-12-31,1996-01-02,2030-12-31
60943.0,106891.0,1999-10-18,2020-12-31,1996-01-02,2030-12-31
60986.0,108120.0,1989-04-27,2020-12-31,1996-01-01,2030-12-31
61065.0,111119.0,1983-09-08,2005-07-21,1996-01-02,2005-07-21
61241.0,101121.0,1984-06-21,2013-09-20,1996-01-02,2030-12-31
61241.0,101121.0,2017-03-20,2020-12-31,1996-01-02,2030-12-31
61284.0,5089.0,1984-10-04,1998-01-09,1996-01-01,1998-01-09
61399.0,107045.0,1984-03-01,2020-12-31,1996-01-02,2030-12-31
61516.0,102148.0,2020-06-22,2020-12-31,1996-01-02,2030-12-31
61583.0,5510.0,1986-05-08,2000-11-22,1996-01-01,2000-11-27
61621.0,108804.0,1998-10-01,2020-12-31,1996-01-02,2030-12-31
61663.0,111093.0,1999-09-20,2001-09-20,1996-01-02,2001-09-10
61735.0,101578.0,1996-04-23,2020-12-31,1996-01-02,2030-12-31
61743.0,103772.0,1986-04-24,2004-12-17,1996-01-02,2030-12-31
61815.0,108173.0,2007-10-08,2020-10-09,1996-01-02,2030-12-31
62092.0,110991.0,1997-01-02,2020-12-31,1996-01-02,2030-12-31
62148.0,102571.0,1980-11-06,2020-12-31,1996-01-02,2030-12-31
62164.0,5258.0,1985-05-09,1996-03-27,1996-01-01,1996-06-28
62252.0,5402.0,1988-04-14,1998-12-21,1996-01-01,1998-12-22
62308.0,111086.0,1989-04-27,2020-12-31,1996-01-02,2030-12-31
62324.0,107691.0,1987-08-20,1999-05-27,1996-01-02,2004-02-27
62498.0,111969.0,2020-05-22,2020-12-31,1996-01-01,2030-12-31
62519.0,104056.0,2007-01-04,2009-12-22,1996-01-02,2009-12-22
62770.0,101523.0,1999-03-10,2006-11-03,1996-01-02,2006-11-03
62834.0,104338.0,1983-07-07,2006-06-05,1996-01-02,2006-06-09
63060.0,111957.0,1982-03-04,2008-09-29,1996-01-02,2008-09-29
63096.0,5724.0,1993-10-14,1999-10-01,1996-01-01,1999-10-01
63765.0,110366.0,2008-06-06,2017-04-03,1996-01-02,2030-12-31
63830.0,109148.0,2007-06-01,2016-01-29,1996-01-02,2016-01-29
63845.0,5022.0,1988-10-06,1997-01-14,1996-01-01,1997-02-21
64020.0,107048.0,1985-05-16,1996-12-31,1996-01-01,2030-12-31
64186.0,102525.0,1982-04-08,2020-12-31,1996-01-02,2018-12-20
64282.0,106969.0,1983-09-15,2020-12-31,1996-01-02,2030-12-31
64311.0,108186.0,1982-06-03,2020-12-31,1996-01-02,2030-12-31
64346.0,5764.0,1988-06-16,1999-08-12,1996-01-01,1999-08-12
64390.0,109245.0,1997-08-04,2020-12-31,1996-01-02,2030-12-31
64451.0,101641.0,2004-12-20,2007-10-05,1996-01-01,2007-10-05
64531.0,5746.0,1998-08-31,1999-06-30,1996-01-10,1999-06-30
64565.0,103477.0,1997-06-18,2008-06-30,1996-01-02,2008-06-30
64629.0,107317.0,1983-01-03,2003-08-19,1996-01-02,2018-05-09
64653.0,109286.0,2005-08-19,2020-12-31,1996-01-02,2030-12-31
64856.0,101305.0,1990-12-12,2001-06-22,1996-01-02,2001-06-22
64936.0,103912.0,1983-05-20,2020-12-31,1996-01-01,2030-12-31
64995.0,106674.0,1994-03-02,2020-12-31,1996-01-02,2030-12-31
65066.0,5811.0,1987-10-08,1998-03-31,1996-01-01,1998-05-20
65138.0,101988.0,1988-04-28,2004-06-30,1996-01-01,2004-06-30
65330.0,106892.0,2006-04-24,2016-12-01,1996-01-02,2030-12-31
65402.0,110244.0,2017-07-26,2020-12-31,1996-01-02,2030-12-31
65541.0,103400.0,2016-09-23,2020-12-31,1996-01-02,2030-12-31
65568.0,104144.0,1990-03-05,1998-01-16,1996-01-02,2003-01-31
65787.0,111208.0,1986-01-30,2007-12-20,1996-01-02,2007-12-20
65859.0,5036.0,1983-12-01,1999-10-08,1996-01-01,1999-10-08
65875.0,111668.0,1983-12-01,2020-12-31,1996-01-01,2030-12-31
65883.0,102082.0,1983-12-01,2007-01-03,1996-01-02,2006-12-29
65947.0,105633.0,2009-01-30,2020-12-31,1996-01-02,2030-12-31
66018.0,5670.0,1983-12-01,1997-08-14,1996-01-01,1997-08-14
66026.0,5692.0,1983-12-01,1997-03-31,1996-01-01,1997-03-31
66093.0,109775.0,1983-12-01,2020-12-31,1996-01-02,2030-12-31
66114.0,110926.0,1986-12-18,2007-12-28,1996-01-02,2012-02-10
66122.0,9554.0,1983-12-01,2000-07-05,1996-01-01,2000-06-30
66181.0,105759.0,1988-03-03,2020-12-31,1996-01-02,2030-12-31
66325.0,111359.0,1998-07-01,2014-04-30,1996-01-01,2030-12-31
66384.0,111987.0,2009-07-01,2020-12-31,1996-01-02,2030-12-31
66800.0,101397.0,1980-02-14,2020-12-31,1996-01-01,2030-12-31
67467.0,103363.0,1998-01-20,2013-02-13,1996-01-01,2030-12-31
67571.0,5429.0,1996-03-13,1998-06-30,1996-01-01,1998-06-30
67598.0,105613.0,2008-03-31,2020-12-31,1996-01-02,2030-12-31
68049.0,109751.0,1989-09-14,1996-12-31,1996-01-02,2006-11-01
68144.0,110634.0,1988-05-05,2019-12-06,1996-01-02,2030-12-31
68304.0,102061.0,1998-07-01,2008-05-30,1996-01-02,2008-05-30
68347.0,103282.0,1988-02-25,2002-05-03,1996-01-02,2002-05-03
68591.0,109866.0,1989-12-01,2017-01-04,1996-01-01,2017-01-04
68857.0,102587.0,2010-12-20,2016-06-23,1996-01-01,2016-06-21
69032.0,107704.0,1995-09-22,2020-12-31,1996-01-01,2030-12-31
69550.0,107823.0,2004-04-23,2020-11-16,1996-01-02,2030-12-31
69607.0,5828.0,1996-08-16,2000-11-21,1996-01-01,2000-11-21
69649.0,109491.0,2017-03-20,2020-12-31,1996-01-02,2030-12-31
69796.0,103368.0,2005-07-05,2020-12-31,1996-01-01,2030-12-31
70033.0,105558.0,2000-01-31,2020-06-19,1996-01-02,2030-12-31
70092.0,106629.0,1989-03-08,2009-12-18,1996-01-01,2030-12-31
70229.0,5837.0,1984-10-25,2000-06-07,1996-01-01,2000-07-05
70308.0,101167.0,2009-09-09,2016-05-20,1996-01-02,2016-05-20
70332.0,101533.0,1997-07-28,2019-08-08,1996-01-01,2030-12-31
70376.0,110126.0,1985-01-31,1996-12-31,1996-01-01,2000-07-11
70500.0,103126.0,1998-10-08,2016-05-27,1996-01-02,2016-05-27
70519.0,103049.0,1988-05-26,2020-12-31,1996-01-01,2030-12-31
70536.0,110152.0,1994-09-21,2015-11-18,1996-01-02,2015-11-17
70578.0,104153.0,1989-01-12,2020-12-31,1996-01-02,2030-12-31
71001.0,6250.0,1989-04-06,1996-05-30,1996-01-01,1999-11-23
71175.0,111504.0,1994-03-11,2020-12-31,1996-01-01,2030-12-31
71298.0,102021.0,1993-11-15,2002-07-19,1996-01-02,2030-12-31
71563.0,101863.0,1997-12-04,2020-12-31,1996-01-01,2030-12-31
71686.0,110356.0,1999-03-01,2004-10-29,1996-01-02,2004-10-29
71765.0,5240.0,1987-07-09,1997-05-23,1996-01-01,1997-06-02
71984.0,112286.0,1995-05-30,1999-09-30,1996-01-01,2000-04-20
72726.0,110490.0,1997-08-15,2020-12-31,1996-01-01,2030-12-31
73139.0,110578.0,2000-12-12,2020-12-31,1996-01-01,2030-12-31
73940.0,110685.0,2000-12-11,2007-01-09,1996-01-02,2007-01-09
74617.0,5909.0,1984-03-01,1997-08-29,1996-01-01,1997-08-29
75030.0,5915.0,1985-08-01,1999-03-09,1996-01-01,1999-03-09
75034.0,101920.0,1987-04-09,2020-12-31,1996-01-02,2030-12-31
75100.0,111045.0,2000-06-21,2020-12-31,1996-01-02,2030-12-31
75107.0,100978.0,2018-05-31,2020-12-31,1996-01-02,2030-12-31
75154.0,102752.0,1998-12-22,2020-12-31,1996-01-02,2030-12-31
75175.0,107078.0,1996-12-03,2009-12-18,1996-01-02,2030-12-31
75181.0,109047.0,1987-08-20,2002-07-19,1996-01-02,2006-03-08
75186.0,109965.0,1997-06-02,2020-12-31,1996-01-02,2030-12-31
75224.0,105562.0,2006-02-01,2017-03-15,1996-01-02,2017-03-10
75241.0,109029.0,2008-09-24,2020-12-31,1996-01-01,2030-12-31
75257.0,110914.0,1995-07-03,2011-12-20,1996-01-02,2013-12-03
75333.0,102409.0,1993-11-23,2006-03-31,1996-01-02,2006-03-31
75341.0,103980.0,2017-07-26,2020-12-31,1996-01-01,2030-12-31
75423.0,6572.0,1988-10-27,1999-02-26,1996-01-01,1999-02-26
75489.0,110464.0,1998-10-07,2017-09-15,1996-01-02,2017-09-12
75510.0,101062.0,1997-05-06,2020-12-31,1996-01-02,2030-12-31
75573.0,108401.0,1999-06-24,2010-12-17,1996-01-02,2030-12-31
75577.0,101293.0,2000-04-18,2015-12-28,1996-01-02,2015-12-24
75591.0,105969.0,2019-08-09,2020-12-31,1996-01-02,2030-12-31
75592.0,109073.0,2002-01-17,2016-02-19,1996-01-01,2016-02-19
75607.0,110684.0,2003-03-31,2020-12-31,1996-01-02,2030-12-31
75625.0,102588.0,1995-05-22,2001-08-03,1996-01-02,2006-03-01
75646.0,101233.0,1992-02-10,2015-03-20,1996-01-02,2015-03-16
75647.0,6677.0,1989-06-29,1999-06-21,1996-01-01,1999-06-21
75789.0,104626.0,1992-01-02,2008-09-10,1996-01-02,2010-07-07
75819.0,111647.0,2009-03-04,2020-12-31,1998-05-01,2030-12-31
75825.0,104059.0,2000-11-02,2020-12-31,1996-01-01,2030-12-31
75828.0,104229.0,2002-07-22,2020-12-31,1996-01-02,2030-12-31
75857.0,110282.0,1998-12-31,2007-10-01,1996-01-02,2007-10-01
75912.0,108756.0,1997-04-01,2006-12-29,1996-01-02,2030-12-31
76070.0,6740.0,1992-07-06,1997-07-16,1996-01-01,1997-09-30
76076.0,103042.0,1993-12-31,2020-12-31,1996-01-02,2030-12-31
76082.0,102595.0,2008-06-23,2020-12-31,1996-01-01,2030-12-31
76090.0,105569.0,1990-02-08,2008-01-28,1996-01-02,2008-01-25
76095.0,105751.0,2016-03-30,2020-12-31,1996-01-02,2030-12-31
76122.0,5817.0,1990-12-05,1997-07-25,1996-01-01,2000-08-29
76129.0,111020.0,1996-01-02,2000-07-27,1996-01-02,2010-04-09
76149.0,109854.0,1998-11-13,2015-01-26,1996-01-02,2015-01-29
76171.0,105474.0,1993-09-01,2006-11-17,1996-01-01,2006-11-17
76185.0,111284.0,2020-06-22,2020-12-31,1999-05-20,2030-12-31
76201.0,112161.0,1999-11-08,2020-12-31,1996-01-02,2030-12-31
76240.0,101886.0,2002-05-15,2010-04-29,1996-01-02,2010-04-28
76282.0,101802.0,2003-02-24,2017-08-07,1996-01-01,2030-12-31
76512.0,106802.0,1995-04-03,1999-12-07,1996-01-01,2000-12-21
76557.0,107079.0,1992-04-23,2005-12-30,1996-01-02,2005-12-30
76563.0,6214.0,1998-07-10,1999-05-27,1996-01-01,1999-05-27
76565.0,105617.0,2001-11-07,2007-03-01,1996-01-02,2014-01-24
76597.0,107884.0,1998-09-15,2000-12-11,1996-01-01,2000-12-11
76605.0,101806.0,1997-01-02,2020-12-31,1996-01-02,2030-12-31
76614.0,109538.0,2013-05-01,2020-12-31,1996-01-02,2030-12-31
76619.0,103485.0,2005-08-30,2013-05-08,1996-01-01,2013-05-06
76624.0,108639.0,2001-08-03,2007-06-29,1996-01-01,2016-01-14
76625.0,102886.0,2008-11-17,2011-10-14,1996-01-02,2011-10-13
76638.0,106569.0,2001-12-17,2009-03-03,1996-01-02,2014-04-08
76639.0,111107.0,2008-01-02,2019-09-20,1996-01-02,2030-12-31
76644.0,111337.0,1991-05-07,2014-07-01,1996-01-02,2030-12-31
76656.0,107379.0,2000-06-16,2007-05-31,1996-01-02,2007-06-18
76708.0,103803.0,2009-06-09,2012-09-28,1996-01-02,2030-12-31
76709.0,105971.0,2017-01-05,2020-12-31,1996-01-02,2030-12-31
76712.0,100900.0,1998-10-02,2020-12-31,1996-01-01,2030-12-31
76744.0,111683.0,2013-09-23,2020-12-31,1996-01-02,2030-12-31
76754.0,7333.0,1996-02-12,1998-08-28,1996-01-01,1998-08-28
76757.0,101311.0,2000-12-11,2008-06-10,1996-01-01,2010-11-08
76795.0,112219.0,2019-12-23,2020-12-31,1996-01-02,2030-12-31
76804.0,107107.0,1996-07-19,2008-10-30,1996-01-02,2030-12-31
76841.0,105894.0,2003-11-13,2020-12-31,1996-01-02,2030-12-31
76887.0,101263.0,1999-08-02,2008-12-04,1996-01-01,2008-12-05
77037.0,108418.0,2019-12-09,2020-12-31,1996-01-02,2030-12-31
77063.0,107203.0,1998-09-28,2007-11-08,1996-01-01,2007-12-21
77129.0,106690.0,2006-04-03,2020-12-31,1996-01-02,2030-12-31
77150.0,104879.0,2004-08-03,2006-11-09,1996-01-01,2006-11-09
77157.0,108573.0,1997-08-01,2000-12-08,1996-01-02,2030-12-31
77157.0,108573.0,2009-01-02,2016-12-01,1996-01-02,2030-12-31
77173.0,111786.0,2000-12-12,2002-08-20,1996-01-02,2010-07-01
77178.0,109348.0,1999-07-22,2020-12-31,1996-01-02,2030-12-31
77182.0,108916.0,2011-12-19,2020-12-31,1996-01-02,2030-12-31
77274.0,105243.0,2004-07-01,2020-12-31,1996-01-02,2030-12-31
77281.0,112026.0,2006-01-03,2017-08-28,1996-01-02,2017-08-25
77284.0,108146.0,1998-04-01,2005-08-12,1996-01-01,2005-08-12
77338.0,109699.0,2009-12-23,2020-12-31,1996-01-01,2030-12-31
77357.0,110700.0,2017-03-16,2020-12-31,1996-01-02,2030-12-31
77418.0,101328.0,1999-01-04,2018-06-19,1996-01-01,2018-06-14
77462.0,104633.0,1995-12-01,2020-04-03,1996-01-02,2030-12-31
77481.0,104206.0,1999-10-26,2012-05-24,1996-01-01,2012-05-24
77496.0,107652.0,2013-12-23,2020-12-31,1996-01-01,2030-12-31
77546.0,104753.0,1994-09-27,2007-09-24,1996-01-02,2007-09-24
77605.0,102296.0,1995-02-24,2020-12-31,1996-01-01,2030-12-31
77606.0,106723.0,1998-08-14,2020-09-18,1996-01-02,2030-12-31
77644.0,5399.0,1996-04-01,2000-01-05,1996-01-01,2000-01-05
77659.0,102068.0,1999-10-01,2017-07-25,1996-01-02,2030-12-31
77661.0,103651.0,2005-07-05,2020-12-31,1996-01-02,2030-12-31
77668.0,104522.0,2003-09-26,2018-12-21,1996-01-02,2018-12-20
77702.0,110472.0,2000-06-08,2020-12-31,1996-01-02,2030-12-31
77730.0,111285.0,2005-08-11,2020-12-31,1996-01-01,2030-12-31
77768.0,109143.0,1992-07-06,2018-10-30,1996-01-02,2018-10-30
77976.0,108006.0,2008-12-23,2011-02-28,1996-01-01,2011-02-28
78034.0,108793.0,2005-10-11,2018-03-16,1996-01-02,2030-12-31
78083.0,108887.0,1998-10-02,2004-12-28,1996-01-02,2005-01-07
78139.0,103307.0,1999-01-04,2011-12-30,1996-01-02,2014-12-15
78263.0,111395.0,1998-10-01,2004-06-30,1996-01-02,2004-06-30
78788.0,7631.0,1996-08-16,1997-12-17,1996-01-01,1997-12-17
78840.0,111310.0,2006-12-01,2008-08-20,1996-01-01,2030-12-31
78877.0,102963.0,2006-03-03,2018-03-16,1996-01-02,2030-12-31
78916.0,111907.0,1999-04-12,2020-05-11,1996-01-01,2030-12-31
78927.0,103800.0,2007-03-23,2009-03-27,1996-01-02,2018-05-20
78946.0,7737.0,1993-07-13,1997-05-30,1996-01-01,1997-05-30
78968.0,5969.0,1990-10-08,1997-08-01,1996-01-01,1997-08-01
78975.0,106367.0,2000-12-11,2020-12-31,1996-01-02,2030-12-31
78987.0,107532.0,2007-09-07,2020-12-31,1996-01-02,2030-12-31
79057.0,112254.0,2002-01-30,2008-07-17,1996-01-01,2030-12-31
79057.0,112254.0,2010-07-15,2020-12-31,1996-01-01,2030-12-31
79089.0,104964.0,2012-04-04,2016-01-04,1996-01-02,2030-12-31
79094.0,106521.0,2001-01-30,2014-11-04,1996-01-01,2030-12-31
79103.0,108529.0,2009-03-27,2020-12-31,1996-01-01,2030-12-31
79108.0,109906.0,2000-06-21,2007-06-29,1996-01-02,2030-12-31
79119.0,5970.0,1994-04-18,1996-07-18,1996-01-01,1996-07-19
79129.0,105171.0,2007-07-02,2008-11-12,1996-01-02,2018-08-27
79129.0,105171.0,2013-12-10,2018-08-27,1996-01-02,2018-08-27
79145.0,112463.0,2014-12-05,2020-12-31,1996-01-02,2030-12-31
79212.0,103533.0,2004-12-29,2010-06-25,1996-01-02,2010-06-25
79237.0,112333.0,1999-12-31,2008-12-18,1996-01-01,2030-12-31
79237.0,112333.0,2013-10-29,2017-07-25,1996-01-01,2030-12-31
79250.0,5973.0,1992-07-06,1998-10-01,1996-01-01,1998-10-01
79265.0,104548.0,2009-01-02,2020-12-31,1996-01-01,2030-12-31
79323.0,101273.0,1995-07-13,2020-12-31,1996-01-01,2030-12-31
79411.0,108942.0,2012-10-05,2015-03-11,1996-01-02,2015-03-11
79545.0,102282.0,2011-12-19,2020-12-31,1996-01-01,2030-12-31
79547.0,104425.0,2001-12-03,2020-12-31,1997-03-12,2030-12-31
79588.0,105399.0,2014-03-24,2016-03-04,1996-01-02,2016-03-02
79637.0,111493.0,2014-09-22,2020-12-31,1996-01-02,2030-12-31
79678.0,101029.0,2015-08-31,2020-12-31,1996-01-02,2030-12-31
79698.0,105130.0,2017-04-05,2020-12-31,1996-01-01,2030-12-31
79718.0,107434.0,2000-06-29,2006-01-03,1996-01-02,2006-01-03
79782.0,109542.0,2017-03-02,2020-12-31,1996-01-01,2030-12-31
79785.0,107875.0,2019-09-26,2020-12-31,1996-01-01,2030-12-31
79879.0,106505.0,2000-07-27,2013-12-20,1996-01-01,2015-08-03
79881.0,111512.0,2010-02-08,2017-03-17,1996-01-02,2030-12-31
79906.0,106049.0,2017-02-28,2020-12-31,1996-01-01,2030-12-31
79915.0,108121.0,2010-12-20,2019-02-14,1996-01-02,2019-02-13
79973.0,105138.0,1998-04-27,2006-07-31,1996-01-01,2007-10-16
80055.0,111663.0,2000-04-03,2005-07-01,1996-01-02,2005-07-01
80080.0,104117.0,1994-01-04,2020-12-31,1996-01-02,2030-12-31
80094.0,8042.0,1994-04-06,1999-06-29,1996-01-01,1999-06-29
80100.0,110188.0,2002-06-26,2020-12-31,1996-01-01,2030-12-31
80183.0,107555.0,2016-12-02,2020-12-31,1996-01-02,2030-12-31
80191.0,101194.0,2016-07-01,2020-12-31,1996-01-02,2030-12-31
80204.0,107253.0,2014-07-02,2020-12-31,1996-01-02,2030-12-31
80266.0,109331.0,2000-12-12,2011-01-14,1996-01-02,2016-08-16
80286.0,111122.0,2014-01-24,2020-12-31,1996-01-02,2030-12-31
80303.0,100903.0,2008-07-01,2011-12-16,1996-01-02,2030-12-31
80320.0,103406.0,2018-07-02,2020-12-31,1996-01-02,2030-12-31
80381.0,101812.0,2007-01-10,2020-12-31,1996-01-01,2030-12-31
80399.0,107141.0,2013-05-09,2019-12-20,1996-01-02,2030-12-31
80406.0,109248.0,2003-07-17,2011-06-02,1996-01-01,2011-06-02
80410.0,8155.0,1994-03-18,1998-08-10,1996-01-01,1998-08-10
80470.0,109385.0,1999-11-16,2003-09-25,1996-01-02,2003-09-25
80506.0,8239.0,1998-06-12,1999-06-24,1996-01-01,1999-06-24
80515.0,109485.0,2002-02-01,2003-02-21,1996-01-02,2003-02-20
80539.0,106125.0,2018-03-19,2019-10-02,1996-01-02,2030-12-31
80599.0,106893.0,1998-01-12,2008-09-16,1996-01-02,2008-09-17
80678.0,8285.0,1996-01-22,1999-11-12,1996-01-01,1999-11-12
80681.0,104452.0,2014-04-02,2020-12-31,1996-01-02,2030-12-31
80694.0,8274.0,1994-10-03,1997-05-05,1996-01-01,1997-05-05
80711.0,101583.0,2003-03-14,2020-12-18,1996-01-01,2019-02-20
80913.0,101137.0,2004-04-02,2010-02-05,1996-01-01,2010-02-05
81045.0,109507.0,2015-04-07,2020-12-31,1996-01-02,2030-12-31
81055.0,102702.0,1998-07-01,2020-12-31,1996-01-01,2030-12-31
81061.0,107325.0,1999-01-13,2020-12-31,1996-01-01,2030-12-31
81126.0,105452.0,1996-12-19,2006-04-21,1996-01-02,2006-04-21
81138.0,101590.0,2002-05-15,2013-06-28,1996-01-02,2017-02-01
81193.0,5934.0,1995-02-01,2000-06-12,1996-01-01,2000-06-12
81262.0,102741.0,2004-03-25,2007-03-22,1996-01-01,2007-03-21
81285.0,101441.0,2002-05-13,2008-06-05,1996-01-01,2008-06-05
81481.0,103908.0,2011-12-19,2020-12-31,1996-01-02,2030-12-31
81540.0,101475.0,2001-08-30,2020-12-31,1996-01-01,2030-12-31
81593.0,111884.0,1997-07-02,2008-09-29,1996-01-01,2012-03-18
81655.0,103682.0,1995-05-30,2020-12-31,1996-01-02,2030-12-31
